vehicle_name	year	horsepower_weight	length_width	ac_standard	miles_per_dollar	price	market_share	firmid
BKCENT	75	0.2949062	1.6906	0	1.5181658	7.330855	0.0026816	19
BKELCT	75	0.4356141	1.872	0	1.043739	11.5260223	0.0013386	19
BKLSAB	75	0.3788749	1.816	0	1.1386243	8.8680297	0.0015363	19
BKRIVE	75	0.4516413	1.784	0	1.1386243	11.9330855	0.0001973	19
BKSKYH	75	0.3682918	1.188	0	1.8028219	7.1747212	0.000415	19
BKSKYL	75	0.3292427	1.407	0	1.5181658	6.436803	0.0009336	19
BW2002	75	0.2969697	1.0521	0	1.8028219	11.0408922	0.0001868	8
BW530I	75	0.40553	1.292	0	1.3283951	16.9089219	0.0000435	8
CDCALA	75	0.3735011	1.848	1	1.043739	15.570632	0.0026706	19
CDDEVI	75	0.3692188	1.848	1	1.043739	16.3587361	0.0003641	19
CDELDR	75	0.3719655	1.8	1	1.043739	18.4665428	0.0006302	19
CRCORD	75	0.4528302	1.6848	0	1.2335097	9.4275093	0.002044	16
CRNEWP	75	0.3941441	1.824	0	1.043739	9.0223048	0.0010995	16
CVCAMA	75	0.3069278	1.47	0	1.5181658	6.5799257	0.0019903	19
CVCORV	75	0.4806292	1.2834	0	1.2335097	12.633829	0.0005573	19
CVIMPA	75	0.3437648	1.784	0	1.1386243	8.4535316	0.0054906	19
CVMNTC	75	0.3692386	1.6692	0	1.2335097	7.8977695	0.0038265	19
CVMONZ	75	0.2915888	1.1748	0	1.8028219	6.6356877	0.0016546	19
CVNOVA	75	0.3176044	1.1616	0	1.5181658	5.964684	0.0036772	19
CVVEGA	75	0.3229814	1.1616	0	1.8028219	5.1784387	0.0029781	19
DGCHAR	75	0.4556962	1.6848	0	1.2335097	9.1133829	0.0004625	16
DGCOLT	75	0.3665893	1.1008	0	1.8977072	5.7639405	0.0008283	16
DGCORN	75	0.2642559	1.7004	0	1.3283951	6.767658	0.0009323	16
DGDART	75	0.3104575	1.428	0	1.6130511	6.0762082	0.0022794	16
DGMONA	75	0.4205607	1.792	0	1.043739	8.5594796	0.0005704	16
DTHL61	75	0.3923948	1.1151	0	2.087478	7.5817844	0.0002543	2
DTHLB2	75	0.4030227	0.9943	0	2.5619048	5.7416357	0.0019218	2
DTJHL7	75	0.3876615	1.0836	0	2.087478	6.7639405	0.0006987	2
FDELIT	75	0.3610977	1.7143	0	1.043739	8.8605948	0.0014049	18
FDGRNA	75	0.2341555	1.4652	0	1.6130511	6.9814126	0.0042065	18
FDLTD	75	0.3357532	1.792	0	1.043739	8.7583643	0.004053	18
FDMAVE	75	0.254842	1.358	0	1.6130511	5.6895911	0.0019918	18
FDMUST	75	0.3120301	1.2425	0	1.7079365	6.5594796	0.0027635	18
FDPINT	75	0.3326653	1.183	0	1.7079365	5.1468401	0.0038791	18
FDTHNB	75	0.3964848	1.8	1	0.9488536	14.3141264	0.0005051	18
FDTORI	75	0.3651616	1.744	0	1.043739	7.3550186	0.0019768	18
FT128	75	0.2474747	0.9702	0	1.8977072	5.6672862	0.0005442	17
FT131	75	0.3495935	1.105	0	1.5181658	7.605948	0.0001755	17
FTSPID	75	0.3628692	1.0304	0	1.5181658	8.7118959	0.0002173	17
HDCVCC	75	0.3141672	0.894	0	2.5619048	5.2026022	0.0014051	3
IMLEBA	75	0.4244817	1.864	1	0.9488536	16.4386617	0.0000674	16
LCCONT	75	0.3939568	1.8873	1	0.9488536	17.9479554	0.0007239	18
LCMARK	75	0.3770651	1.832	1	0.9488536	20.598513	0.0006005	18
MB230	75	0.3794212	1.337	0	1.5181658	18	0.0000282	9
MB240D	75	0.2	1.337	0	2.2772487	18.2360595	0.0001346	9
MB280	75	0.377907	1.295	1	1.4232804	23.7100372	0.0001265	9
MB300D	75	0.2305389	1.316	1	2.2772487	22.6654275	0.0000912	9
MB450S	75	0.4562738	1.554	1	1.043739	34.0762082	0.0000364	9
MCBOBC	75	0.3326653	1.253	0	1.7079365	5.9275093	0.0005161	18
MCCOME	75	0.2348888	1.3987	0	1.6130511	6.0780669	0.0005979	18
MCCOUG	75	0.3602726	1.7064	0	1.043739	9.6988848	0.0007091	18
MCMARQ	75	0.3500997	1.832	0	0.9488536	9.5074349	0.0009818	18
MCMONA	75	0.22838	1.48	0	1.6130511	7.1040892	0.0012911	18
MCMONT	75	0.3689129	1.738	0	1.043739	7.6728625	0.000634	18
MZ808	75	0.2969838	1.0458	0	1.9925926	5.570632	0.0001008	4
MZROTA	75	0.39783	1.1151	0	1.3283951	8.3587361	0.0004472	4
OD98	75	0.4005903	1.864	0	1.1386243	11.3215613	0.0011001	19
ODCUTL	75	0.2815768	1.6632	0	1.5181658	7.0966543	0.0047055	19
ODDELT	75	0.3902663	1.816	0	1.3283951	8.8736059	0.0016996	19
ODOMEG	75	0.312407	1.46	0	1.5181658	6.4126394	0.0005374	19
ODSTRF	75	0.3807546	1.188	0	1.8028219	7.1988848	0.0004028	19
ODTORN	75	0.4626641	1.824	0	1.043739	12.1245353	0.000278	19
OP1900	75	0.3524436	1.0206	0	1.8028219	6.7750929	0.0005452	26
PG504	75	0.3076923	1.1682	0	1.8977072	10.4275093	0.0001505	14
PLDUST	75	0.3198653	1.4129	0	1.7079365	6.027881	0.0008633	16
PLFURY	75	0.264993	1.7004	0	1.3283951	6.6747212	0.0014288	16
PLGRNF	75	0.4225352	1.7004	0	1.1386243	8.4851301	0.0008633	16
PLVALA	75	0.3125	1.4129	0	1.7079365	6.035316	0.0031301	16
PS911S	75	0.6177106	1.0816	0	1.7079365	23.8754647	0.0000689	12
PSRDST	75	0.3388235	1.053	0	1.9925926	11.7100372	0.0001537	12
PTASTR	75	0.3121248	1.1616	0	1.8028219	5.7230483	0.0007382	19
PTCATL	75	0.3910743	1.808	0	1.1386243	8.5724907	0.0015812	19
PTFIRB	75	0.3101004	1.4308	0	1.5181658	6.901487	0.0011343	19
PTGRNP	75	0.4588294	1.6614	0	1.1386243	9.8438662	0.0013975	19
PTLEMA	75	0.2815768	1.6536	0	1.5181658	6.7137546	0.0012815	19
PTVNTU	75	0.3148426	1.46	0	1.5181658	6.1412639	0.0007188	19
SA99LE	75	0.4142012	1.1591	0	1.9925926	10.0334572	0.0001464	11
SBDL	75	0.2843137	0.96	0	2.372134	6.0390335	0.0005707	5
TYCELI	75	0.3888214	1.1008	0	1.7079365	6.866171	0.000891	1
TYCORO	75	0.3379901	1.0292	0	1.9925926	5.7416357	0.0020747	1
TYCORO	75	0.3687888	1.1072	0	1.8028219	7.0427509	0.000606	1
VV164	75	0.398773	1.3056	0	1.4232804	13.9312268	0.0002195	6
VV244	75	0.3373494	1.3124	0	1.5181658	10.2137546	0.0001762	6
VWBEET	75	0.2512288	0.976	0	2.087478	6.1245353	0.0012631	7
VWDASH	75	0.3463415	1.0899	0	2.1823633	8.6431227	0.0004566	7
VWRABB	75	0.3873824	0.9984	0	2.2772487	6.4498141	0.0013479	7
AD100L	76	0.3634927	1.2972	0	1.9288136	12.4780316	0.0001558	7
ADFOX	76	0.3806735	1.0899	0	2.3145763	9.2267135	0.0002935	7
AMGREM	76	0.3247925	1.207	0	1.6394915	5.0773286	0.0006827	15
AMHORN	76	0.3029283	1.3206	0	1.6394915	5.6221441	0.001103	15
AMMATA	76	0.2646977	1.6416	0	1.4466102	6.3743409	0.0004767	15
AMPACE	76	0.2890173	1.309	0	1.6394915	6.1493849	0.0010776	15
ARALFT	76	0.4498141	1.1088	0	1.8323729	12.8910369	0.0000718	20
BKCENT	76	0.294039	1.6906	0	1.5430508	7.2144112	0.0039787	19
BKELCT	76	0.4417151	1.872	0	1.1572881	11.4710018	0.0016961	19
BKLSAB	76	0.263789	1.816	0	1.5430508	8.3427065	0.0021141	19
BKRIVE	76	0.4524388	1.784	0	1.1572881	11.9472759	0.0002909	19
BKSKYH	76	0.3850193	1.188	0	1.7359322	6.8594025	0.0004198	19
BKSKYL	76	0.3350594	1.4673	0	1.5430508	6.3427065	0.0014594	19
BW2002	76	0.4028535	1.1088	0	1.7359322	11.5465729	0.0002175	8
BW530I	76	0.5517241	1.273	1	1.4466102	18.6115993	0.0000891	8
CDDEVI	76	0.3705871	1.848	1	1.1572881	16.2829525	0.0030159	19
CDELDR	76	0.373648	1.8	1	1.1572881	18.6045694	0.0005346	19
CDSEVI	76	0.4253308	1.4688	1	1.4466102	21.9314587	0.0005563	19
CPSPCP	76	0.3422205	1.1725	0	1.7359322	7.2355009	0.0004033	25
CRCORD	76	0.4237288	1.6848	0	1.0608475	9.4762742	0.0023665	16
CRNEWP	76	0.389755	1.824	0	1.2537288	8.7750439	0.0013805	16
CVCAMA	76	0.3069278	1.47	0	1.6394915	6.6115993	0.0023313	19
CVCHEV	76	0.2780749	0.9858	0	2.6038983	5.0949033	0.0019014	19
CVCORV	76	0.5224964	1.2834	0	1.2537288	13.3655536	0.0005621	19
CVIMPA	76	0.3434391	1.784	0	1.2537288	8.2706503	0.006342	19
CVMNTC	76	0.3583312	1.6692	0	1.3501695	8.2126538	0.0050797	19
CVMONZ	76	0.2666667	1.1814	0	2.0252542	5.9033392	0.0012353	19
CVNOVA	76	0.3259857	1.4381	0	1.7359322	5.7697715	0.0042133	19
CVVEGA	76	0.286533	1.1616	0	2.0252542	5.2442882	0.0017972	19
DGASPE	76	0.3134796	1.4746	0	1.7359322	5.9244288	0.0031391	16
DGCHAR	76	0.2781641	1.6692	0	1.7359322	6.5659051	0.0007252	16
DGCOLT	76	0.3798627	1.1008	0	2.3145763	5.8717047	0.0006547	16
DGCORN	76	0.2758621	1.7082	0	1.7359322	6.6256591	0.0006649	16
DGDART	76	0.3257329	1.428	0	1.8323729	5.7908612	0.000822	16
DGMONA	76	0.3605769	1.808	0	1.2537288	7.711775	0.0005252	16
DTHL61	76	0.4592902	1.0962	0	2.2181356	7.4850615	0.0001876	2
DTHLB2	76	0.4098361	0.9943	0	2.7967797	5.7012302	0.0019914	2
DTJHL7	76	0.4006894	1.0836	0	2.2181356	6.6766257	0.0004765	2
FDELIT	76	0.3645958	1.7143	0	1.2537288	8.5746924	0.0015024	18
FDGRNA	76	0.2556818	1.4256	0	2.1216949	6.6748682	0.0052254	18
FDLTD	76	0.3532419	1.792	0	1.2537288	8.3514938	0.0050714	18
FDMAVE	76	0.2819353	1.3774	0	2.1216949	5.6045694	0.0016038	18
FDMUST	76	0.34354	1.2425	0	2.3145763	6.1950791	0.0022551	18
FDPINT	76	0.3755102	1.183	0	2.3145763	5.0878735	0.0030959	18
FDTHNB	76	0.4201331	1.808	1	1.1572881	13.6906854	0.0013576	18
FDTORI	76	0.3792169	1.752	0	1.2537288	7.3919156	0.0025824	18
FT124S	76	0.3944954	1.0304	0	1.7359322	10.1212654	0.0001581	17
FT128	76	0.3212435	0.9796	0	1.9288136	5.940246	0.0002778	17
FT131	76	0.3621053	1.118	0	1.7359322	7.7873462	0.0002505	17
HDACCO	76	0.3411942	1.0432	0	3.6647458	7.0210896	0.0002514	3
HDCIVI	76	0.3229814	0.888	0	2.700339	4.7961336	0.0017842	3
LCCONT	76	0.3974031	1.8873	1	1.1572881	16.3321617	0.0008603	18
LCMARK	76	0.3999208	1.832	1	1.1572881	19.4376098	0.0007853	18
MB230	76	0.3837398	1.337	0	1.6394915	19.0931459	0.0000168	9
MB240D	76	0.201626	1.337	0	2.2181356	19.3198594	0.0000993	9
MB280	76	0.3817915	1.295	1	1.3501695	25.1247803	0.000037	9
MB300D	76	0.2274742	1.372	1	2.1216949	24.7047452	0.0001287	9
MB450S	76	0.4562738	1.554	1	1.0608475	36.3602812	0.0000228	9
MCBOBC	76	0.3629191	1.183	0	2.3145763	5.8664323	0.0004905	18
MCCOME	76	0.2817391	1.3987	0	2.1216949	5.8189807	0.0003677	18
MCCOUG	76	0.3646833	1.7064	0	1.2537288	9.0070299	0.0017252	18
MCMARQ	76	0.4035874	1.832	0	1.2537288	8.8980668	0.0014182	18
MCMONA	76	0.2560051	1.485	0	2.1216949	6.7908612	0.0016463	18
MZ1600	76	0.2922374	1.0458	0	2.0252542	5.6151142	0.0000855	4
MZRTYE	76	0.3971119	1.1151	0	1.7359322	8.602812	0.0001367	4
OD98	76	0.4101014	1.864	0	1.2537288	11.2811951	0.0014452	19
ODCUTL	76	0.2845528	1.6632	0	1.6394915	7.0878735	0.0069406	19
ODDELT	76	0.3972891	1.816	0	1.3501695	8.6432337	0.0023045	19
ODOMEG	76	0.3285357	1.46	0	1.6394915	6.1757469	0.0007597	19
ODSTRF	76	0.3675184	1.188	0	1.7359322	6.8224956	0.0003709	19
ODTORN	76	0.4580315	1.824	0	1.1572881	12.1107206	0.0003263	19
OP77	76	0.363901	1.0206	0	2.1216949	5.7680141	0.0001414	26
PG504	76	0.2145923	1.2012	0	2.6038983	14.0949033	0.0001275	14
PLARRO	76	0.3933649	1.0688	0	2.4110169	5.5799649	0.0006602	16
PLFURY	76	0.2758621	1.7082	0	1.7359322	6.5606327	0.0013092	16
PLGRNF	76	0.3623188	1.784	0	1.2537288	7.6432337	0.0006602	16
PLVALA	76	0.3278689	1.42	0	1.8323729	5.7574692	0.0010105	16
PLVOLA	76	0.3134796	1.4746	0	1.7359322	5.9033392	0.0041981	16
PS911S	76	0.6781857	1.0816	0	1.7359322	24.3321617	0.000058	12
PSRDST	76	0.3952941	1.053	0	1.9288136	12.741652	0.0000429	12
PTASTR	76	0.2870029	1.1748	0	2.0252542	5.3848858	0.000555	19
PTFIRB	76	0.3251552	1.4308	0	1.6394915	6.8646749	0.0014614	19
PTGRNP	76	0.3952569	1.6614	0	1.3501695	8.4323374	0.0033982	19
PTLEMA	76	0.2925532	1.6536	0	1.6394915	6.7012302	0.0012028	19
PTSUNB	76	0.2638522	1.1616	0	2.0252542	6.029877	0.0006753	19
PTVNTU	76	0.3362886	1.46	0	1.6394915	5.9068541	0.0008281	19
RNRIZT	76	0.342694	1.131	0	2.2181356	6.8523726	0.0000259	24
SA99GL	76	0.4117647	1.1591	0	2.0252542	11.4200351	0.0001035	11
SBDL	76	0.2857143	0.954	0	2.7967797	5.8857645	0.0006599	5
TYCELI	76	0.3732809	1.1136	0	1.9288136	7.28471	0.0013547	1
TYCORO	76	0.3303965	1.0065	0	2.3145763	5.7785589	0.0025265	1
TYCORO	76	0.3598485	1.1072	0	1.9288136	7.0808436	0.0005211	1
TYMARK	76	0.3796134	1.1895	0	1.4466102	10.1652021	0.0000683	1
VV244	76	0.3369639	1.2931	0	1.6394915	11.5905097	0.0001291	6
VV264	76	0.3913325	1.2931	0	1.4466102	14.8506151	0.0000981	6
VWBEET	76	0.2674419	0.976	0	2.1216949	6.1493849	0.0003643	7
VWDASH	76	0.3571429	1.1072	0	2.3145763	9.2706503	0.0003738	7
VWRABB	76	0.3792735	0.9984	0	2.7967797	7.0913884	0.0015114	7
VWSCIR	76	0.3665462	0.9984	0	2.7967797	8.7785589	0.0002081	7
AD100L	77	0.3696264	1.2972	0	1.696423	11.7986799	0.000101	7
ADFOX	77	0.3786408	1.0899	0	2.2618974	9.1567657	0.0003062	7
AMGREM	77	0.3120125	1.1857	0	1.9791602	5.359736	0.0005007	15
AMHORN	77	0.2899506	1.3206	0	1.696423	5.6914191	0.0010303	15
AMMATA	77	0.2639375	1.6848	0	1.4136858	7.5066007	0.0002936	15
AMPACE	77	0.278834	1.309	0	1.696423	6.0214521	0.0005948	15
ARSPOR	77	0.4163569	1.1072	0	1.7906687	12.5330033	0.0000724	20
BKCENT	77	0.2843987	1.6906	0	1.5079316	7.2013201	0.0036782	19
BKELCT	77	0.4063975	1.7394	0	1.3194401	11.330033	0.0017933	19
BKLSAB	77	0.2996575	1.6863	0	1.6021773	8.4042904	0.0024664	19
BKRIVE	77	0.4096195	1.7082	0	1.4136858	12.1419142	0.0002737	19
BKSKYH	77	0.3743316	1.188	0	1.696423	6.5693069	0.0003271	19
BKSKYL	77	0.318568	1.4673	0	1.5079316	6.3118812	0.0012784	19
BW320I	77	0.4150943	1.1392	0	1.8849145	13.1848185	0.0002567	8
BW530I	77	0.5116279	1.273	0	1.3194401	20.6188119	0.0000952	8
CDELDR	77	0.3632694	1.8	1	1.036703	18.460396	0.0006096	19
CDSEVI	77	0.4293893	1.4688	1	1.3194401	22.0445545	0.0005875	19
CPSPOR	77	0.3660963	1.1725	0	1.696423	7.2161716	0.0002954	8
CRCORD	77	0.4697157	1.677	0	1.036703	8.9405941	0.0018758	16
CRLEBA	77	0.4073034	1.5111	0	1.2251944	8.620462	0.0009212	16
CVCAMA	77	0.3265064	1.47	0	1.696423	6.7871287	0.0027425	19
CVCHEV	77	0.3003161	0.9858	0	2.6388802	4.9488449	0.0025808	19
CVCORV	77	0.5220418	1.2834	0	1.3194401	14.2706271	0.0005599	19
CVMALI	77	0.3031974	1.617	0	1.696423	6.4933993	0.0038957	19
CVMNTC	77	0.3764278	1.6692	0	1.5079316	8.1980198	0.0048774	19
CVMONZ	77	0.3255814	1.188	0	2.2618974	5.8745875	0.0010971	19
CVNOVA	77	0.3465658	1.4381	0	1.7906687	5.8283828	0.0041054	19
CVVEGA	77	0.3416023	1.1616	0	2.2618974	5.3613861	0.0009708	19
DGASPE	77	0.309119	1.4746	0	1.8849145	5.9917492	0.0031844	16
DGCHRG	77	0.3722721	1.6848	0	1.2251944	8.4125413	0.0003827	16
DGCOLT	77	0.401937	1.1008	0	2.733126	5.6468647	0.0009296	16
DGDIPL	77	0.4073034	1.5111	0	1.4136858	8.4174917	0.0005271	16
DGMONA	77	0.3009576	1.7082	0	1.6021773	6.5808581	0.0012075	16
DTB210	77	0.4168838	0.9943	0	2.733126	5.8729373	0.0022791	2
DTF10S	77	0.3831418	0.948	0	2.733126	6.0214521	0.0004968	2
DTG810	77	0.4585403	1.1895	0	1.6021773	9.0742574	0.0003715	2
DTHL71	77	0.399313	1.0836	0	2.1676516	6.9290429	0.0003182	2
FDGRNA	77	0.3024575	1.4652	0	1.9791602	6.7953795	0.0046717	18
FDLTD	77	0.373247	1.808	0	1.2251944	8.9356436	0.0050046	18
FDLTDI	77	0.4123975	1.716	0	1.3194401	8.0363036	0.0026821	18
FDMAVE	77	0.3325251	1.3277	0	1.9791602	5.6023102	0.0022076	18
FDMSTG	77	0.3387895	1.2425	0	2.1676516	6.1089109	0.0022446	18
FDPINT	77	0.3847817	1.183	0	2.4503888	5.1138614	0.0029038	18
FDTHNB	77	0.3327361	1.7064	0	1.4136858	8.3547855	0.0042766	18
FT128	77	0.3212435	0.9796	0	2.1676516	5.679868	0.0002201	17
FT131	77	0.3621053	1.118	0	1.7906687	7.5313531	0.0003004	17
FTSPID	77	0.3944954	1.0304	0	1.696423	10.0907591	0.0001701	17
HDACCO	77	0.3481823	1.0432	0	3.5813375	6.839934	0.0009994	3
HDCIVI	77	0.3229814	0.888	0	2.6388802	4.5858086	0.001942	3
LCCONT	77	0.3668033	1.864	1	1.2251944	15.9009901	0.001223	18
LCMARK	77	0.3847807	1.848	1	1.2251944	18.8052805	0.0009839	18
LCVERS	77	0.27	1.5075	1	1.5079316	18.9768977	0.0001774	18
MB230	77	0.3843648	1.337	0	1.6021773	21.2607261	0.0000549	9
MB240D	77	0.2012987	1.337	0	2.3561431	21.039604	0.0001387	9
MB280E	77	0.4023495	1.3561	1	1.3194401	28.2409241	0.0000549	9
MB300D	77	0.2274742	1.337	1	2.1676516	27.3762376	0.0001528	9
MB450S	77	0.4585987	1.554	1	1.2251944	41.6518152	0.0000866	9
MCBOBC	77	0.3756859	1.183	0	3.4870918	5.6732673	0.0004667	18
MCCOME	77	0.4469821	1.3987	0	1.6021773	5.9686469	0.0005555	18
MCCOUG	77	0.3339327	1.6848	0	1.4136858	7.9735974	0.0024068	18
MCMARQ	77	0.3999075	1.832	0	1.2251944	9.0693069	0.0018494	18
MCMONA	77	0.3025528	1.4652	0	1.9791602	6.8547855	0.0001405	18
OD98	77	0.4465458	1.7017	0	1.5079316	11.1980198	0.0016239	19
ODCUTL	77	0.2902156	1.6632	0	1.5079316	7.2392739	0.0069438	19
ODDELT	77	0.3024194	1.6786	0	1.6021773	8.5891089	0.0029717	19
ODOMEG	77	0.3320683	1.46	0	1.5079316	6.2656766	0.0006803	19
ODSTRF	77	0.3143713	1.188	0	2.2618974	6.2739274	0.0002515	19
ODTORN	77	0.4315926	1.824	0	1.2251944	13.4224422	0.0003796	19
PG504D	77	0.2268371	1.2078	0	2.6388802	14.290429	0.0000646	14
PGSL50	77	0.2913907	1.1682	0	2.6388802	12.1452145	0.0000451	14
PLARRO	77	0.3933649	1.0688	0	2.4503888	5.5759076	0.0006227	16
PLFURY	77	0.3009576	1.7082	0	1.6021773	6.5082508	0.0012108	16
PLGRNF	77	0.3498191	1.784	0	1.2251944	7.7178218	0.0004168	16
PLVOLA	77	0.309119	1.4746	0	1.8849145	5.9719472	0.0040024	16
PSCOUP	77	0.4052901	1.1457	0	1.6021773	15.5033003	0.0001798	12
PSCP91	77	0.6781857	1.0816	0	1.4136858	24.7442244	0.0000751	12
PTASTR	77	0.3387097	1.1748	0	2.2618974	5.4537954	0.0003774	19
PTFIRB	77	0.3216912	1.4381	0	1.5079316	7.0462046	0.0018125	19
PTGRNP	77	0.3548896	1.7082	0	1.5079316	8.4488449	0.0031018	19
PTLEMA	77	0.2886201	1.6224	0	1.5079316	6.7557756	0.0009609	19
PTPHOE	77	0.3206107	1.4616	0	1.6021773	6.8019802	0.0009538	19
PTSUNB	77	0.3268219	1.1748	0	2.4503888	6.0379538	0.0008127	19
RNGTL	77	0.3380282	1.131	0	2.0734059	7.3432343	0.0000204	24
RNLECA	77	0.3376477	0.852	0	2.3561431	5.519802	0.0001343	24
SA99GL	77	0.3932584	1.1591	0	1.696423	11.3828383	0.0000242	11
SBDL	77	0.3300493	0.948	0	2.6388802	5.7739274	0.0010631	5
TYCELI	77	0.3754941	1.1136	0	1.9791602	7.3910891	0.0021533	1
TYCORO	77	0.2822384	1.023	0	3.392846	5.6155116	0.0034111	1
TYCORO	77	0.3598485	1.1072	0	1.9791602	7.1435644	0.000661	1
VV244	77	0.3436307	1.2931	0	1.696423	11.3778878	0.0001482	6
VVGL26	77	0.3886926	1.2931	0	1.4136858	16.2458746	0.000124	6
VWBEET	77	0.2414698	0.976	0	2.1676516	6.1039604	0.0002531	7
VWDASH	77	0.364486	1.1072	0	2.2618974	9.0742574	0.0003401	7
VWRABB	77	0.2114537	0.9984	0	3.6755832	7.1188119	0.0021663	7
VWSCIR	77	0.3760593	0.9984	0	2.733126	8.7376238	0.000326	7
AD5000	78	0.3979907	1.33	0	1.4597015	13.4662577	0.0002685	7
ADFOX	78	0.3786408	1.0899	0	2.238209	9.3619632	0.0002533	7
AMCONC	78	0.2904163	1.3248	0	1.9462687	5.9033742	0.0015006	15
AMGREM	78	0.312989	1.2024	0	2.1408955	5.8113497	0.0003157	15
AMMATA	78	0.3227542	1.6425	0	1.5570149	7.4371166	0.0001225	15
AMPACE	78	0.2815139	1.3321	0	1.7516418	6.208589	0.0002691	15
BKCNTS	78	0.3483743	1.4308	0	1.8489552	6.9325153	0.0041815	19
BKELCT	78	0.4155496	1.7394	0	1.4597015	11.3972393	0.0015738	19
BKLSAB	78	0.3053213	1.7082	0	1.6543284	8.4907975	0.0024624	19
BKRIVE	78	0.4188057	1.7082	0	1.4597015	14.1472393	0.000333	19
BKSKYH	78	0.3920836	1.188	0	1.5570149	6.3588957	0.0002874	19
BKSKYL	78	0.3246753	1.4673	0	1.7516418	6.3190184	0.0012662	19
BW733I	78	0.4657895	1.4058	1	1.3623881	32.7684049	0.0000211	8
CDELDR	78	0.3668977	1.792	1	0.9731343	19.0199387	0.0005983	19
CDSEVI	78	0.4067959	1.4688	1	1.3623881	22.5613497	0.0007206	19
CRCORD	78	0.3855721	1.6848	0	1.3623881	8.9125767	0.0013635	16
CRLEBA	78	0.3235294	1.5318	0	1.6543284	7.7607362	0.0016237	16
CRNEWP	78	0.426009	1.824	0	1.0704478	9.0306748	0.000878	16
CVCAMA	78	0.3333333	1.485	0	1.7516418	6.7699387	0.0033648	19
CVCHEV	78	0.3095823	1.0106	0	2.919403	5.7730061	0.0031952	19
CVCORV	78	0.5439577	1.2834	0	1.3623881	14.7929448	0.0005463	19
CVMALI	78	0.3160346	1.3896	0	1.8489552	6.5628834	0.004838	19
CVMNTC	78	0.3453947	1.4472	0	1.5570149	7.3389571	0.0045915	19
CVMONZ	78	0.3348214	1.1748	0	1.8489552	5.5705521	0.0020448	19
CVNOVA	78	0.3466751	1.4381	0	1.7516418	5.7929448	0.0032098	19
DGASPE	78	0.3149606	1.4948	0	1.9462687	5.9984663	0.0020342	16
DGCHLN	78	0.3285421	1.2144	0	2.8220896	9.2806748	0.0002305	16
DGCOLT	78	0.3791469	0.9943	0	3.3086567	6.3773006	0.0005698	16
DGDIPL	78	0.3174603	1.5318	0	1.6543284	7.9555215	0.0007844	16
DGMONA	78	0.3026135	1.7004	0	1.6543284	6.6625767	0.0004862	16
DGOMNI	78	0.3496503	1.1055	0	2.4328358	6.0981595	0.0011573	16
DT510	78	0.4862953	1.071	0	2.4328358	7.6042945	0.0007478	2
DTB210	78	0.4168838	0.9943	0	3.5032836	6.4079755	0.0017301	2
DTF10S	78	0.3831418	0.948	0	2.7247761	6.6226994	0.000361	2
DTG810	78	0.6041585	1.1895	0	1.5570149	11.1319018	0.0002761	2
FDFIES	78	0.391924	0.9176	0	3.3086567	6.351227	0.0009847	18
FDFRMO	78	0.3371648	1.3774	0	2.238209	5.690184	0.0052474	18
FDGRNA	78	0.3106983	1.4652	0	2.0435821	6.7331288	0.0028324	18
FDLTDI	78	0.3460744	1.738	0	1.4597015	8.0092025	0.0017968	18
FDMUST	78	0.3374233	1.2425	0	2.238209	5.8650307	0.0025832	18
FDPINT	78	0.3791469	1.19	0	2.4328358	4.8144172	0.002171	18
FDTHNB	78	0.3429741	1.7064	0	1.4597015	8.4325153	0.0039368	18
FT128	78	0.3212435	0.9796	0	1.9462687	5.6671779	0.0001784	17
FTBRAV	78	0.3621053	1.1245	0	1.6543284	7.6610429	0.0002638	17
HDACCO	78	0.3481823	1.0432	0	3.2113433	7.8205521	0.0015627	3
HDCIVI	78	0.3229814	0.876	0	2.8220896	4.9923313	0.0019919	3
LCCONT	78	0.3562232	1.864	1	1.2650746	15.9447853	0.0012545	18
LCMARK	78	0.3634771	1.848	1	1.2650746	18.892638	0.0009793	18
LCVERS	78	0.3538175	1.5075	1	1.5570149	19.2162577	0.0002036	18
MB230	78	0.2019544	1.316	0	1.6543284	23.0214724	0.0000077	9
MB240D	78	0.2012987	1.337	0	2.5301493	22.809816	0.000095	9
MB280E	78	0.4023495	1.3561	0	1.3623881	30.2315951	0.0000247	9
MB300D	78	0.2274742	1.3348	0	2.1408955	29.3251534	0.0001383	9
MB450S	78	0.4585987	1.554	1	1.1677612	44.7039877	0.0000721	9
MCBOBC	78	0.368355	1.19	0	2.4328358	5.8742331	0.0003905	18
MCCOUG	78	0.3482328	1.738	0	1.4597015	7.9432515	0.0025209	18
MCMARQ	78	0.3350277	1.832	0	1.2650746	9.1242331	0.001768	18
MCMONA	78	0.3127015	1.4652	0	2.0435821	6.8358896	0.0010193	18
MCZEPH	78	0.3366488	1.3968	0	2.238209	5.9248466	0.0015619	18
MZGLC	78	0.2694301	0.9856	0	3.4059701	4.8236196	0.0006838	4
OD98	78	0.4467806	1.7017	0	1.4597015	11.2745399	0.0015962	19
OD98	78	0.3153745	1.7017	0	2.0435821	12.4785276	0.0015962	19
ODCUTL	78	0.3420195	1.4184	0	1.5570149	6.9677914	0.006728	19
ODDELT	78	0.3044361	1.6786	0	1.6543284	8.6411043	0.0035353	19
ODOMEG	78	0.3340757	1.46	0	1.5570149	6.2791411	0.0005542	19
